2015-03-18 19:54:58.265182,Computer,2,2.6,7
2015-03-18 19:55:44.207123,Computer,5,2.6,17
2015-03-18 19:56:30.104106,Computer,8,2.6,27
2015-03-18 19:57:16.083730,Computer,11,2.6,30
2015-03-18 19:58:02.196800,Computer,14,2.6,38
2015-03-18 19:58:48.123552,Computer,17,2.6,41
2015-03-18 19:59:34.037999,Computer,20,2.6,44
2015-03-18 20:00:20.081352,Computer,23,2.6,49
2015-03-18 20:01:06.847089,Computer,2,2.9,5
2015-03-18 20:01:59.758197,Computer,5,2.9,16
2015-03-18 20:02:55.638716,Computer,8,2.9,23
2015-03-18 20:03:42.294355,Computer,11,2.9,28
2015-03-18 20:04:28.955577,Computer,14,2.9,35
2015-03-18 20:05:15.152548,Computer,17,2.9,39
2015-03-18 20:06:01.131302,Computer,20,2.9,43
2015-03-18 20:06:47.159211,Computer,23,2.9,43
2015-03-18 20:07:33.073347,Computer,2,3.2,6
2015-03-18 20:08:19.153083,Computer,5,3.2,14
2015-03-18 20:09:05.369581,Computer,8,3.2,20
2015-03-18 20:09:51.544737,Computer,11,3.2,29
2015-03-18 20:10:37.509378,Computer,14,3.2,31
2015-03-18 20:11:23.520850,Computer,17,3.2,36
2015-03-18 20:12:09.513066,Computer,20,3.2,40
2015-03-18 20:12:55.529305,Computer,23,3.2,41
2015-03-18 20:13:41.714826,Computer,2,3.5,3
2015-03-18 20:14:33.741670,Computer,5,3.5,11
2015-03-18 20:15:25.309748,Computer,8,3.5,19
2015-03-18 20:16:11.421464,Computer,11,3.5,26
2015-03-18 20:16:57.381922,Computer,14,3.5,34
2015-03-18 20:17:43.537849,Computer,17,3.5,35
2015-03-18 20:18:29.659589,Computer,20,3.5,36
2015-03-18 20:19:15.693409,Computer,23,3.5,41
2015-03-18 20:20:01.801598,Computer,2,2.6,6
2015-03-18 20:20:47.764333,Computer,5,2.6,16
2015-03-18 20:21:33.759403,Computer,8,2.6,25
2015-03-18 20:22:19.857055,Computer,11,2.6,33
2015-03-18 20:23:06.084897,Computer,14,2.6,36
2015-03-18 20:23:51.982802,Computer,17,2.6,39
2015-03-18 20:24:37.977712,Computer,20,2.6,46
2015-03-18 20:25:23.806841,Computer,23,2.6,47
2015-03-18 20:26:09.771213,Computer,2,2.9,7
2015-03-18 20:26:55.714877,Computer,5,2.9,16
2015-03-18 20:27:41.694226,Computer,8,2.9,23
2015-03-18 20:28:21.355377,Computer,11,2.9,28
2015-03-18 20:28:53.791944,Computer,14,2.9,35
2015-03-18 20:29:24.666249,Computer,17,2.9,38
2015-03-18 20:30:00.675975,Computer,20,2.9,41
2015-03-18 20:30:38.136086,Computer,23,2.9,45
2015-03-18 20:31:24.048576,Computer,2,3.2,5
2015-03-18 20:31:59.779349,Computer,5,3.2,14
2015-03-18 20:32:30.945865,Computer,8,3.2,22
2015-03-18 20:33:02.052157,Computer,11,3.2,27
2015-03-18 20:33:33.121684,Computer,14,3.2,31
2015-03-18 20:34:04.194437,Computer,17,3.2,38
