2015-03-19 10:32:07.601511, Computer,1.0,0.1, 10
2015-03-19 10:38:54.736510, Computer,2.0,0.1, 0
2015-03-19 10:40:28.210388, Computer,3.0,0.1, 0
2015-03-19 10:42:54.383875, Computer,1.0,0.2, 27
2015-03-19 10:44:17.067348, Computer,2.0,0.2, 3
2015-03-19 10:45:52.425959, Computer,3.0,0.2, 0
2015-03-19 10:54:18.067782, Computer,1.0,0.3, 34
2015-03-19 10:55:51.076192, Computer,2.0,0.3, 12
2015-03-19 10:57:04.247138, Computer,3.0,0.3, 1
2015-03-19 11:00:02.205141, Computer,1.0,0.4, 22
2015-03-19 11:01:27.392395, Computer,2.0,0.4, 19
2015-03-19 11:02:54.364339, Computer,3.0,0.4, 10
2015-03-19 11:04:07.115013, Computer,4.0,0.4, 2
2015-03-19 11:05:34.364750, Computer,4.0,0.1, 0
2015-03-19 11:07:15.678626, Computer,4.0,0.2, 0
2015-03-19 11:08:37.181693, Computer,4.0,0.3, 0





2015-03-19 17:01:23.765234, Computer,0.5,0.1, 32
2015-03-19 17:02:42.163340, Computer,0.5,0.2, 22
2015-03-19 17:04:10.604806, Computer,0.5,0.3, 12
2015-03-19 17:05:29.210416, Computer,0.5,0.4, 15
2015-03-19 17:12:29.330079, Computer,0.5,0.4, 7
2015-03-19 17:14:03.666641, Computer,0.5,0.3, 5
2015-03-19 17:15:37.227765, Computer,0.5,0.3, 14
2015-03-19 17:16:38.640579, Computer,0.5,0.3, 1
2015-03-19 17:18:48.033149, Computer,0.5,0.3, 19
2015-03-19 17:20:02.110463, Computer,0.5,0.3, 23
2015-03-19 17:21:46.987362, Computer,1,0.3, 36
2015-03-19 17:24:25.610689, Computer,1,0.3, 3
2015-03-19 17:25:50.860486, Computer,1,0.3, 22
2015-03-19 17:27:19.499575, Computer,1,0.3, 26
2015-03-19 17:29:07.699738, Computer,1,0.3, 24
2015-03-19 17:30:38.313578, Computer,1,0.3, 17
2015-03-19 17:31:42.794275, Computer,1,0.3, 8
