2015-02-28 16:38:38.418011, Computer,1.0,0.4, 28
2015-02-28 16:39:42.731845, Computer,1.0,0.4, 23
2015-02-28 16:40:46.646099, Computer,1.0,0.4, 26
2015-02-28 16:42:01.159774, Computer,1.0,0.4, 22
2015-02-28 16:43:12.018397, Computer,1.0,0.4, 29
2015-02-28 16:46:28.089027, Computer,1.2,0.3, 31
2015-02-28 16:47:32.595334, Computer,1.2,0.3, 27
2015-02-28 16:48:50.989931, Computer,1.2,0.3, 28
2015-02-28 16:50:29.694818, Computer,1.2,0.3, 35
2015-02-28 16:52:02.547425, Computer,1.2,0.3, 30
2015-03-01 09:25:53.038567, Computer,0.30,0.0, 12
2015-03-01 09:27:02.165733, Computer,0.30,0.0, 13
2015-03-01 09:28:08.216141, Computer,0.30,0.0, 18
2015-03-01 09:29:11.621882, Computer,0.30,0.0, 13
2015-03-01 09:32:11.504389, Computer,0.30,0.0, 9
2015-03-01 09:36:12.036613, Computer,2.0,0.4, 22
2015-03-01 09:37:19.425757, Computer,2.0,0.4, 22
2015-03-01 09:38:31.465784, Computer,2.0,0.4, 19
2015-03-01 09:39:42.530139, Computer,2.0,0.4, 18
2015-03-01 09:41:17.813545, Computer,1.0,0.8, 12
2015-03-01 09:42:28.886825, Computer,1.0,0.8, 21
2015-03-01 09:43:34.695468, Computer,1.0,0.8, 17
2015-03-01 09:44:44.991294, Computer,1.0,0.8, 19
2015-03-01 09:45:53.834773, Computer,1.0,0.8, 21
2015-03-01 10:06:30.840167, Computer,2.0,0.4, 24
